
43	18:34:15	0	0.0250	0.5842746736246984	0.3028801381587982	0.8558	0.5824	0.6931	0.5824
44	18:39:18	0	0.0250	0.5723941038628264	0.30042707920074463	0.8631	0.5876	0.6992	0.5876
45	18:44:25	1	0.0250	0.5662094823082794	0.3038898706436157	0.856	0.5834	0.6939	0.5834
46	18:49:23	2	0.0250	0.5603372757508219	0.300541490316391	0.8585	0.5845	0.6955	0.5845
47	18:54:26	3	0.0250	0.5582549289710229	0.30281612277030945	0.858	0.584	0.695	0.584
48	18:59:28	4	0.0250	0.5594243074552787	0.30352121591567993	0.8572	0.584	0.6947	0.584
49	19:04:36	1	0.0125	0.544866502221416	0.29542121291160583	0.863	0.5875	0.6991	0.5875
50	19:09:42	2	0.0125	0.5376921910394599	0.2918705344200134	0.8625	0.5863	0.6981	0.5863
51	19:14:39	0	0.0125	0.5331467748173983	0.2904045283794403	0.8663	0.5888	0.7011	0.5888
52	19:19:41	1	0.0125	0.5309572674579088	0.29171329736709595	0.863	0.5872	0.6988	0.5872
53	19:24:37	2	0.0125	0.5316891818719364	0.29297196865081787	0.863	0.587	0.6988	0.587
54	19:29:40	3	0.0125	0.5286908974154373	0.2946080267429352	0.861	0.587	0.6981	0.587
55	19:34:38	4	0.0125	0.5254778286391952	0.2915247082710266	0.8616	0.5864	0.6978	0.5864
56	19:39:39	1	0.0063	0.5244089594030056	0.2893798053264618	0.8643	0.5877	0.6996	0.5877
57	19:44:41	2	0.0063	0.5190304008257461	0.2898717224597931	0.8641	0.5878	0.6997	0.5878
58	19:49:42	3	0.0063	0.5154657851566519	0.28785964846611023	0.8643	0.5879	0.6998	0.5879
59	19:54:38	4	0.0063	0.515019740178345	0.2881033718585968	0.8637	0.5873	0.6992	0.5873
60	19:59:32	1	0.0031	0.5118269221102938	0.2874198853969574	0.8659	0.5889	0.701	0.5889
61	20:04:26	2	0.0031	0.5124364350424728	0.2869625389575958	0.8649	0.5882	0.7002	0.5882
62	20:09:26	3	0.0031	0.509888921737884	0.28688251972198486	0.8655	0.5891	0.701	0.5891
63	20:14:32	0	0.0031	0.511455058465296	0.2855431139469147	0.8663	0.5889	0.7012	0.5889
64	20:19:31	0	0.0031	0.5101359919006224	0.2853640913963318	0.867	0.59	0.7022	0.59
65	20:24:27	1	0.0031	0.5108704059465525	0.2867344319820404	0.8656	0.5893	0.7012	0.5893
66	20:29:30	2	0.0031	0.5106415494972291	0.2843249440193176	0.8669	0.5894	0.7017	0.5894
67	20:34:35	3	0.0031	0.5063250286377129	0.28467151522636414	0.8668	0.5895	0.7018	0.5895
68	20:39:40	4	0.0031	0.5075852922174644	0.28801125288009644	0.8647	0.5884	0.7003	0.5884
69	20:44:48	1	0.0016	0.5083697695091783	0.2842229902744293	0.8667	0.5892	0.7015	0.5892
70	20:49:53	2	0.0016	0.5065637853238789	0.2847908139228821	0.8659	0.5891	0.7012	0.5891
71	20:54:56	3	0.0016	0.5013087803350239	0.2845495939254761	0.8658	0.5888	0.7009	0.5888
72	21:00:04	4	0.0016	0.5028176040488955	0.2852712869644165	0.8659	0.5889	0.701	0.5889
73	21:04:59	1	0.0008	0.5048422929835439	0.2844194173812866	0.8669	0.5895	0.7018	0.5895
74	21:09:59	2	0.0008	0.5065453018728455	0.2842429578304291	0.8661	0.5892	0.7013	0.5892
75	21:15:07	3	0.0008	0.5037727872216112	0.2838370203971863	0.8668	0.5895	0.7017	0.5895
76	21:20:01	4	0.0008	0.5071180107261112	0.2842997908592224	0.8659	0.5888	0.701	0.5888
77	21:25:04	1	0.0004	0.4995565539133185	0.2841244339942932	0.8663	0.5891	0.7013	0.5891
78	21:30:12	2	0.0004	0.5034549804177753	0.2836339771747589	0.8658	0.5887	0.7008	0.5887
79	21:35:13	3	0.0004	0.5038951864361056	0.2839053273200989	0.8662	0.589	0.7012	0.589
80	21:40:19	4	0.0004	0.5060529878332487	0.2834586203098297	0.8662	0.5891	0.7012	0.5891
81	21:45:17	1	0.0002	0.5018455608700426	0.28383517265319824	0.8657	0.5888	0.7009	0.5888
82	21:50:17	2	0.0002	0.5052943497058351	0.28402334451675415	0.8659	0.5889	0.701	0.5889
83	21:55:20	3	0.0002	0.49959070673829264	0.2840535044670105	0.8658	0.5889	0.701	0.5889
84	22:00:17	4	0.0002	0.5022533419809944	0.28412845730781555	0.8654	0.5887	0.7007	0.5887
